timestamp,open,high,low,close,volume
1748971800,18333.43,18343.59,18323.48,18328.2,18745
1748972700,18328.2,18335.58,18317.33,18333.27,19211
1748973600,18333.27,18333.54,18329.19,18333.06,17168
1748974500,18333.06,18335.59,18321.4,18327.2,6478
1748975400,18327.2,18332.67,18322.59,18325.01,14546
1748976300,18325.01,18350.67,18324.17,18350.63,16062
1748977200,18350.63,18370.43,18345.94,18361.51,21588
1748978100,18361.51,18362.23,18337.77,18341.07,25999
1748979000,18341.07,18362.96,18336.9,18360.97,27677
1748979900,18360.97,18363.15,18353.14,18357.6,17095
1749043800,18360.04,18398.42,18358.45,18392.45,16737
1749044700,18392.45,18417.92,18387.11,18406.5,14157
1749045600,18406.5,18414.76,18405.41,18409.18,9349
1749046500,18409.18,18420.78,18406.87,18419.17,12476
1749047400,18419.17,18430.21,18418.32,18421.32,21376
1749048300,18421.32,18423.68,18408.57,18411.18,15929
1749049200,18411.18,18424.29,18406.13,18422.13,12886
1749050100,18422.13,18427.6,18420.37,18426.77,20482
1749051000,18426.77,18435.35,18426.53,18431.31,18454
1749051900,18431.31,18432.95,18428.39,18432.29,16863
1749052800,18432.29,18448.13,18426.8,18444.54,18012
1749053700,18444.54,18449.68,18443.54,18444.12,10657
1749054600,18444.12,18448.58,18440.69,18445.15,15956
1749055500,18445.15,18448.15,18437.21,18445.06,7402
1749056400,18445.06,18458.62,18441.4,18446.56,12172
1749057300,18446.56,18461.93,18433.27,18454.53,17809
1749058200,18454.53,18476.72,18449.3,18461.6,6183
1749059100,18461.6,18471.8,18449.66,18457.49,20782
1749060000,18457.49,18468.03,18454.72,18456.01,10879
1749060900,18456.01,18458.48,18444.21,18451.85,9815
1749061800,18451.85,18456.75,18431.08,18438.65,15691
1749062700,18438.65,18446.87,18433.13,18446.59,9881
1749063600,18446.59,18455.98,18440.25,18455.21,23553
1749064500,18455.21,18456.99,18443.74,18445.63,18457
1749065400,18445.63,18474.89,18444.7,18472.81,12596
1749066300,18472.81,18477.14,18468.82,18472.75,9613
1749130200,18456.99,18461.85,18441.16,18448.04,14467
1749131100,18448.04,18455.37,18440.19,18441.94,28034
1749132000,18441.94,18452.99,18438.99,18448.63,24054
1749132900,18448.63,18449.23,18442.77,18448.8,12170
1749133800,18448.8,18486.29,18446.77,18476.32,18943
1749134700,18476.32,18482.98,18465.22,18473.61,10825
1749135600,18473.61,18477.94,18469.56,18470.86,5620
1749136500,18470.86,18487.07,18469.42,18469.69,9658
1749137400,18469.69,18486.53,18463.28,18482.32,21385
1749138300,18482.32,18490.19,18479.88,18486.03,7688
1749139200,18486.03,18499.09,18481.86,18484.01,9764
1749140100,18484.01,18487.55,18475.69,18478.86,15492
1749141000,18478.86,18485.86,18474.44,18481.94,5326
1749141900,18481.94,18487.06,18475.32,18485.74,15415
1749142800,18485.74,18498.11,18480.42,18486.03,17100
1749143700,18486.03,18496.06,18469.99,18483.23,6961
1749144600,18483.23,18494.02,18480.9,18491.97,7880
1749145500,18491.97,18504.31,18483.43,18488.96,19676
1749146400,18488.96,18497.19,18471.65,18482.83,9710
1749147300,18482.83,18493.82,18473.61,18490.65,11515
1749148200,18490.65,18499.5,18472.25,18484.96,14793
1749149100,18484.96,18521.81,18480.25,18512.17,20680
1749150000,18512.17,18530.37,18510.17,18525.9,24603
1749150900,18525.9,18528.91,18520.39,18524.7,22293
1749151800,18524.7,18526.43,18499.77,18506.55,18713
1749152700,18506.55,18529.02,18494.46,18528.55,15858
1749216600,18527.54,18539.46,18520.55,18534.21,13036
1749217500,18534.21,18569.2,18530.58,18562.13,18005
1749218400,18562.13,18567.04,18553.31,18564.91,18979
1749219300,18564.91,18577.42,18564.27,18577.07,5782
1749220200,18577.07,18585.51,18570.41,18584.8,20760
1749221100,18584.8,18592.81,18568.23,18577.36,16502
1749222000,18577.36,18587.45,18572.16,18581.42,16341
1749222900,18581.42,18587.6,18574.52,18580.32,5437
1749223800,18580.32,18592.69,18565.65,18592.66,13443
1749224700,18592.66,18598.62,18581.03,18587.29,10408
1749225600,18587.29,18601.64,18584.41,18596.6,11388
1749226500,18596.6,18604.15,18589.89,18592.26,19647
1749227400,18592.26,18604.38,18587.29,18589.65,19460
1749228300,18589.65,18593.02,18585.9,18591.48,15085
1749229200,18591.48,18599.39,18588.47,18593.48,7267
1749230100,18593.48,18604.64,18590.68,18603.52,13671
1749231000,18603.52,18612.96,18596.54,18606.16,20921
1749231900,18606.16,18611.24,18603.37,18607.75,7142
1749232800,18607.75,18623.09,18601.87,18616.49,7106
1749233700,18616.49,18633.48,18613.62,18623.52,11710
1749234600,18623.52,18625.49,18610.48,18616.97,12966
1749235500,18616.97,18624.44,18615.96,18622.29,13279
1749236400,18622.29,18623.59,18604.32,18610.99,18799
1749237300,18610.99,18617.04,18602.8,18614.23,12981
1749238200,18614.23,18616.64,18592.14,18596.39,7589
1749239100,18596.39,18606.76,18588.42,18602.34,11351
1749475800,18606.69,18609.89,18592.53,18599.12,18321
1749476700,18599.12,18601.25,18583.59,18588.65,11702
1749477600,18588.65,18604.62,18583.93,18603.07,24968
1749478500,18603.07,18615.35,18596.52,18605.94,8091
1749479400,18605.94,18606.12,18598.43,18601.89,12444
1749480300,18601.89,18613.94,18584.78,18595.86,12590
1749481200,18595.86,18604.79,18585.37,18588.43,19681
1749482100,18588.43,18588.5,18583.17,18587.01,17217
1749483000,18587.01,18594.03,18574.59,18581.01,19183
1749483900,18581.01,18601.29,18579.72,18591.09,14736
1749484800,18591.09,18601.55,18586.87,18599.42,15563
1749485700,18599.42,18603.45,18589.8,18594.42,9332
1749486600,18594.42,18598.05,18579.32,18588.73,16805
1749487500,18588.73,18596.11,18585.21,18591.42,18150
1749488400,18591.42,18598.22,18589.01,18590.14,15748
1749489300,18590.14,18594.56,18588.14,18591.9,17645
1749490200,18591.9,18597.3,18565.81,18577.06,16792
1749491100,18577.06,18586.43,18572.34,18586.08,21420
1749492000,18586.08,18587.77,18579.58,18584.3,17089
1749492900,18584.3,18587.25,18571.48,18574.09,16578
1749493800,18574.09,18577.47,18568.8,18572.7,18586
1749494700,18572.7,18579.38,18567.04,18569.93,16453
1749495600,18569.93,18574.78,18564.5,18568.18,15597
1749496500,18568.18,18579.13,18565.38,18576.2,22899
1749497400,18576.2,18580.51,18563.92,18565.86,21255
1749498300,18565.86,18567.12,18560.1,18561.34,9355
1749562200,18557.39,18564.16,18540.17,18542.69,13314
1749563100,18542.69,18544.03,18521.49,18529.22,9764
1749564000,18529.22,18531.05,18517.97,18524.33,19633
1749564900,18524.33,18526.08,18499.41,18504.81,8657
1749565800,18504.81,18510.04,18496.19,18499.81,17525
1749566700,18499.81,18513.03,18496.77,18509.09,12985
1749567600,18509.09,18518.98,18507.6,18511.1,9887
1749568500,18511.1,18527.86,18501.14,18518.11,6090
1749569400,18518.11,18526.05,18510.6,18516.95,11932
1749570300,18516.95,18520.74,18515.37,18520.39,7425
1749571200,18520.39,18526.85,18506.38,18514.46,18422
1749572100,18514.46,18516.37,18512.17,18515.95,13297
1749573000,18515.95,18521.51,18513.94,18516.69,16497
1749573900,18516.69,18518.99,18513.39,18516.8,6721
1749574800,18516.8,18518.89,18498.17,18504.02,15215
1749575700,18504.02,18510.38,18502.35,18507.13,8303
1749576600,18507.13,18510.52,18500.9,18502.08,14261
1749577500,18502.08,18502.81,18492.78,18494.77,12059
1749578400,18494.77,18494.95,18485.65,18488.49,12058
1749579300,18488.49,18489.47,18470.65,18477.39,9677
1749580200,18477.39,18507.21,18473.43,18503.59,9622
1749581100,18503.59,18519.38,18494.26,18508.16,19308
1749582000,18508.16,18517.06,18490.92,18492.01,5656
1749582900,18492.01,18492.68,18464.05,18467.15,6597
1749583800,18467.15,18467.89,18456.61,18463.74,17551
1749584700,18463.74,18470.65,18426.22,18433.58,11118
1749648600,18418.67,18419.55,18411.49,18416,19835
1749649500,18416,18419.25,18402.61,18408.72,11797
1749650400,18408.72,18411.7,18402.25,18405.99,9447
1749651300,18405.99,18407.17,18401.98,18406.8,5779
1749652200,18406.8,18422.55,18406.03,18418.95,13464
1749653100,18418.95,18422.1,18408.72,18415.13,19792
1749654000,18415.13,18415.3,18408.53,18409.2,14576
1749654900,18409.2,18416.1,18406.93,18413.62,13204
1749655800,18413.62,18418.93,18413.3,18414.63,5624
1749656700,18414.63,18423.23,18407.59,18410.16,14735
1749657600,18410.16,18417.38,18407.31,18412.43,19016
1749658500,18412.43,18413.87,18401.98,18407.72,19946
1749659400,18407.72,18412.26,18398.44,18402.24,10731
1749660300,18402.24,18407.13,18396.21,18399.87,19323
1749661200,18399.87,18405.93,18386.86,18389.16,20237
1749662100,18389.16,18391.47,18385.48,18387.42,8621
1749663000,18387.42,18395.77,18383.62,18389.75,15650
1749663900,18389.75,18391.82,18376.68,18387.65,19671
1749664800,18387.65,18393.59,18385.4,18391.58,10355
1749665700,18391.58,18397.1,18391.17,18396.19,10995
1749666600,18396.19,18402.53,18372.65,18380.18,20038
1749667500,18380.18,18383.96,18368.24,18374.91,13054
1749668400,18374.91,18385.92,18360.74,18362.4,18006
1749669300,18362.4,18370.87,18362.01,18370.81,6710
1749670200,18370.81,18372.07,18364.63,18365.31,22754
1749671100,18365.31,18375.02,18357.03,18368.91,17525
1749735000,18371.1,18391.36,18367.64,18387.18,5829
1749735900,18387.18,18404.05,18383.74,18401.24,21531
1749736800,18401.24,18405.02,18386.49,18393.07,9901
1749737700,18393.07,18399.33,18381.26,18384.55,9845
1749738600,18384.55,18387.69,18378.25,18379.3,15090
1749739500,18379.3,18384.15,18377.9,18380.53,16492
1749740400,18380.53,18388.11,18379.9,18381.1,12940
1749741300,18381.1,18395.61,18374.25,18393.13,14892
1749742200,18393.13,18401.25,18392.51,18400.01,9652
1749743100,18400.01,18405.67,18391.32,18393.3,8136
1749744000,18393.3,18405.1,18392.03,18396.35,5820
1749744900,18396.35,18398.96,18388.8,18391.6,14772
1749745800,18391.6,18392.01,18381.51,18387.73,8657
1749746700,18387.73,18389.52,18381.24,18388.74,17000
1749747600,18388.74,18388.75,18384.23,18386.81,11282
1749748500,18386.81,18389.9,18383.01,18383.49,11366
1749749400,18383.49,18388.6,18376.2,18379.6,11011
1749750300,18379.6,18392.47,18375.94,18388.03,18753
1749751200,18388.03,18388.35,18381.24,18383.39,14142
1749752100,18383.39,18391.26,18376.79,18385.09,5655
1749753000,18385.09,18401.81,18380.46,18396.14,12285
1749753900,18396.14,18408.35,18391.97,18404.4,5856
1749754800,18404.4,18414.7,18400.98,18409.64,7209
1749755700,18409.64,18413.85,18385.14,18394.8,20808
1749756600,18394.8,18398.92,18366.02,18374.4,15016
1749757500,18374.4,18377.34,18360.78,18370.41,10474
1749821400,18370.16,18380.1,18368.03,18376.93,25782
1749822300,18376.93,18385.09,18354.17,18364.31,9808
1749823200,18364.31,18367.01,18347.85,18349.19,11649
1749824100,18349.19,18358.71,18344.01,18348.2,25631
1749825000,18348.2,18350.49,18339.05,18339.95,16389
1749825900,18339.95,18344.01,18335.92,18340.99,23404
1749826800,18340.99,18348.63,18334.15,18348.54,18061
1749827700,18348.54,18364.22,18348.44,18351.57,7060
1749828600,18351.57,18355.65,18347.89,18355.36,9842
1749829500,18355.36,18358.28,18349.52,18358.24,9328
1749830400,18358.24,18366.35,18343.09,18347.1,20564
1749831300,18347.1,18351.84,18336.98,18340.79,10170
1749832200,18340.79,18349.96,18335.17,18347.17,13012
1749833100,18347.17,18361.3,18345.78,18357.61,14818
1749834000,18357.61,18358.18,18352.08,18355.68,7374
1749834900,18355.68,18369.52,18350.23,18359.95,18981
1749835800,18359.95,18363.57,18358.95,18359.96,13240
1749836700,18359.96,18374.64,18349.53,18368.88,14362
1749837600,18368.88,18371.67,18360.85,18367.67,19936
1749838500,18367.67,18372.52,18363.98,18370.47,21168
1749839400,18370.47,18373.88,18366.13,18372.81,18942
1749840300,18372.81,18382.38,18353.58,18355.13,7196
1749841200,18355.13,18358.74,18345.65,18348.67,15129
1749842100,18348.67,18355.22,18335.43,18339.7,15243
1749843000,18339.7,18343.25,18335.57,18338,5230
1749843900,18338,18342.88,18337.85,18340.33,18340
1750080600,18339.38,18344.6,18324.6,18326.01,11717
1750081500,18326.01,18335.63,18323.09,18333.17,16580
1750082400,18333.17,18336.2,18332.72,18333.38,17473
1750083300,18333.38,18333.66,18330.95,18333.35,7797
1750084200,18333.35,18349.55,18328.72,18345.01,16054
1750085100,18345.01,18347.28,18327.29,18335.42,6731
1750086000,18335.42,18343.4,18333.54,18337.41,11096
1750086900,18337.41,18343.67,18332.04,18333.6,17214
1750087800,18333.6,18347.31,18328.92,18342.27,12820
1750088700,18342.27,18351.91,18339.29,18347.6,10893
1750089600,18347.6,18353.85,18338.54,18342.4,12632
1750090500,18342.4,18351.8,18335.16,18351.23,17999
1750091400,18351.23,18360.39,18349.93,18356.69,16398
1750092300,18356.69,18374.74,18350.29,18368.17,10087
1750093200,18368.17,18370.04,18356.94,18360.97,11641
1750094100,18360.97,18362.94,18354.26,18358.85,8614
1750095000,18358.85,18370.76,18353.53,18360.5,16084
1750095900,18360.5,18366.24,18353.95,18360.89,17627
1750096800,18360.89,18365.6,18348.2,18350.82,7536
1750097700,18350.82,18356.45,18327.75,18335.49,9127
1750098600,18335.49,18338.15,18332.62,18336.97,5470
1750099500,18336.97,18355.2,18333.13,18350.29,8220
1750100400,18350.29,18351.52,18345.98,18346.07,15917
1750101300,18346.07,18347.05,18336.35,18339.73,25899
1750102200,18339.73,18356.7,18337.49,18349.77,13874
1750103100,18349.77,18363.74,18347.57,18355.43,13075
1750167000,18359.58,18361.85,18345.14,18348.45,18363
1750167900,18348.45,18357.13,18346.78,18354.61,10147
1750168800,18354.61,18382.81,18352.98,18376.66,20668
1750169700,18376.66,18376.9,18365,18368.52,15750
1750170600,18368.52,18377.15,18361.97,18375.59,21059
1750171500,18375.59,18378.11,18374.39,18374.39,21247
1750172400,18374.39,18375.79,18363.82,18366.63,15685
1750173300,18366.63,18368.44,18360.45,18364.42,16945
1750174200,18364.42,18364.78,18358.89,18363.04,12986
1750175100,18363.04,18373.69,18354.96,18370.74,9372
1750176000,18370.74,18385.01,18370.33,18379.33,18869
1750176900,18379.33,18383.6,18377.65,18382.51,13022
1750177800,18382.51,18385.87,18377.12,18381.7,8508
1750178700,18381.7,18395.77,18381.37,18389.31,17243
1750179600,18389.31,18390.97,18384.67,18390.77,10842
1750180500,18390.77,18396.87,18385.39,18386.2,14536
1750181400,18386.2,18396.37,18385.67,18388.72,15914
1750182300,18388.72,18399.21,18381.89,18395.73,6748
1750183200,18395.73,18396.87,18391.23,18393.62,19422
1750184100,18393.62,18395.87,18392.23,18394.87,12149
1750185000,18394.87,18405.61,18393.67,18400.23,9494
1750185900,18400.23,18409.24,18393.13,18402.56,7814
1750186800,18402.56,18412.94,18398.76,18411.47,6310
1750187700,18411.47,18411.89,18405.06,18407.91,17600
1750188600,18407.91,18418.1,18401.01,18411.67,11258
1750189500,18411.67,18427.89,18404.56,18425.9,21696
1750253400,18424.97,18429.12,18423.62,18428.35,12195
1750254300,18428.35,18439.26,18427.3,18433.81,6009
1750255200,18433.81,18435.96,18423.37,18429.08,21935
1750256100,18429.08,18449.15,18426.54,18437,18982
1750257000,18437,18458.11,18432.03,18455.52,8077
1750257900,18455.52,18466.53,18454.72,18457.47,22327
1750258800,18457.47,18459.59,18453.09,18453.45,17878
1750259700,18453.45,18456.67,18446.31,18447.65,17491
1750260600,18447.65,18458.5,18446.55,18451.67,14075
1750261500,18451.67,18459.41,18450.84,18457.02,12648
1750262400,18457.02,18458.25,18441.63,18444.16,10561
1750263300,18444.16,18446.32,18439.42,18441.91,17222
1750264200,18441.91,18442.46,18428.7,18435.88,19488
1750265100,18435.88,18438.68,18429.44,18430.4,17946
1750266000,18430.4,18437.14,18429.99,18434.43,17934
1750266900,18434.43,18440.1,18426.95,18428.34,18391
1750267800,18428.34,18445.99,18426.56,18440.73,10519
1750268700,18440.73,18442.61,18437.99,18439.83,10583
1750269600,18439.83,18440.27,18436.8,18438.24,15332
1750270500,18438.24,18442.07,18433.76,18435.12,8545
1750271400,18435.12,18452.45,18431.7,18448.48,11255
1750272300,18448.48,18454.38,18445.77,18451.42,6883
1750273200,18451.42,18474.39,18447.17,18470.15,17207
1750274100,18470.15,18489.17,18464.92,18482.27,14970
1750275000,18482.27,18488.98,18469.85,18486.4,25710
1750275900,18486.4,18501.94,18483.51,18498.55,22801
1750339800,18488.84,18536.03,18486.33,18525.74,6819
1750340700,18525.74,18526.67,18498.16,18500.99,23926
1750341600,18500.99,18505.58,18492.63,18493.62,26416
1750342500,18493.62,18499.29,18476.12,18483.15,25702
1750343400,18483.15,18487.39,18479.99,18480.49,15982
1750344300,18480.49,18495.43,18479.3,18489.94,5038
1750345200,18489.94,18502.26,18485.62,18499.61,10276
1750346100,18499.61,18507.44,18494.89,18495.36,21815
1750347000,18495.36,18502.67,18490.18,18500.98,13633
1750347900,18500.98,18508.2,18492.48,18506.94,14621
1750348800,18506.94,18524.69,18496.03,18505.98,14843
1750349700,18505.98,18510.67,18486.67,18499.02,9513
1750350600,18499.02,18499.3,18492.86,18494.34,7634
1750351500,18494.34,18507.44,18486.28,18495.96,8396
1750352400,18495.96,18499.06,18491.26,18496.76,7637
1750353300,18496.76,18507.26,18492.03,18492.14,15598
1750354200,18492.14,18500.45,18486.62,18492.79,15314
1750355100,18492.79,18503.2,18492.29,18501.41,10196
1750356000,18501.41,18514.11,18496.47,18512.97,6823
1750356900,18512.97,18513.78,18499.6,18501.46,9501
1750357800,18501.46,18508.27,18496.24,18505.79,6149
1750358700,18505.79,18509.36,18500.89,18505.42,6130
1750359600,18505.42,18507.4,18474.36,18477.85,11403
1750360500,18477.85,18499.68,18476.18,18490.51,16553
1750361400,18490.51,18502.97,18483.79,18484.01,21788
1750362300,18484.01,18491.99,18473.68,18475.89,22239
1750426200,18476.91,18488.72,18471.18,18479.9,24896
1750427100,18479.9,18480.72,18468.34,18468.47,10806
1750428000,18468.47,18481.82,18447.84,18454.49,16586
1750428900,18454.49,18459.86,18448.68,18459.34,11221
1750429800,18459.34,18480.07,18452.53,18476.52,22059
1750430700,18476.52,18476.85,18472.81,18475.21,14324
1750431600,18475.21,18476.05,18468.57,18473.05,16690
1750432500,18473.05,18474.18,18465.36,18470.95,5434
1750433400,18470.95,18477.96,18460.4,18461.98,19085
1750434300,18461.98,18477.01,18454.8,18472.05,5750
1750435200,18472.05,18483.41,18463.03,18477.92,20151
1750436100,18477.92,18487.04,18476.32,18481.97,7495
1750437000,18481.97,18483.41,18479.18,18483.24,10873
1750437900,18483.24,18487.27,18468.14,18480.44,9020
1750438800,18480.44,18485.66,18474.22,18474.42,7929
1750439700,18474.42,18483.6,18461.26,18472.59,10038
1750440600,18472.59,18479.68,18461.61,18477.49,12230
1750441500,18477.49,18482.58,18470.49,18480.43,11029
1750442400,18480.43,18483.78,18477.52,18481.4,21578
1750443300,18481.4,18485.63,18472.65,18472.99,10438
1750444200,18472.99,18488.57,18469.24,18481.31,22750
1750445100,18481.31,18493.31,18471.58,18485.54,22782
1750446000,18485.54,18494.68,18468.3,18478.64,24391
1750446900,18478.64,18479.26,18465.48,18471.1,7673
1750447800,18471.1,18475.17,18452.93,18456.72,10703
1750448700,18456.72,18457.97,18440.19,18440.92,22349
1750685400,18432.59,18483.92,18430.29,18478.32,17913
1750686300,18478.32,18497.47,18474.5,18493.64,6169
1750687200,18493.64,18497.33,18493,18494.68,19784
1750688100,18494.68,18498.28,18487.64,18490.49,7254
1750689000,18490.49,18490.99,18481.64,18484.62,15321
1750689900,18484.62,18491.55,18465.89,18474.47,9447
1750690800,18474.47,18482.14,18473.03,18479.8,8894
1750691700,18479.8,18490.01,18476.17,18482.45,11412
1750692600,18482.45,18496.61,18477.03,18491.35,11783
1750693500,18491.35,18500.24,18489.63,18495.28,10394
1750694400,18495.28,18500.25,18478.04,18487.56,6729
1750695300,18487.56,18491.81,18485.11,18489.87,14136
1750696200,18489.87,18493.9,18485.9,18492.75,18829
1750697100,18492.75,18495.54,18487.69,18489.73,5956
1750698000,18489.73,18497,18479.85,18481.75,9255
1750698900,18481.75,18492.31,18474.87,18483.91,9097
1750699800,18483.91,18493.03,18480.78,18485.76,11284
1750700700,18485.76,18503.58,18483.82,18501.06,20045
1750701600,18501.06,18501.69,18491.27,18494.27,8397
1750702500,18494.27,18500.66,18491.63,18497.35,22510
1750703400,18497.35,18499.25,18494.03,18497.96,5713
1750704300,18497.96,18510.03,18495.49,18509.91,17413
1750705200,18509.91,18515.58,18505.1,18512.81,5876
1750706100,18512.81,18530.48,18511.69,18530.07,13937
1750707000,18530.07,18535.29,18509.58,18512.7,24725
1750707900,18512.7,18513.21,18504.19,18511.06,19419
1750771800,18502.08,18509.27,18498.9,18508.53,15323
1750772700,18508.53,18515.29,18504.37,18512.16,20390
1750773600,18512.16,18513.73,18501.34,18503.62,18999
1750774500,18503.62,18504.58,18499.52,18503.11,7143
1750775400,18503.11,18503.53,18485.68,18489.26,20671
1750776300,18489.26,18502.39,18488.37,18493.27,10664
1750777200,18493.27,18494.38,18489.82,18491.01,21438
1750778100,18491.01,18493.37,18485.59,18490.17,15630
1750779000,18490.17,18503.18,18490.07,18500.82,11027
1750779900,18500.82,18501.08,18486.63,18491.8,20508
1750780800,18491.8,18499.81,18487.55,18497.18,16994
1750781700,18497.18,18508.76,18496.78,18506.93,8447
1750782600,18506.93,18507.63,18494.25,18499.18,19767
1750783500,18499.18,18506.7,18496.09,18504.67,16538
1750784400,18504.67,18510.97,18498.7,18508.99,16057
1750785300,18508.99,18519.03,18505.52,18515.42,7314
1750786200,18515.42,18522.9,18514.91,18518.73,19938
1750787100,18518.73,18528.39,18518.54,18527.87,12977
1750788000,18527.87,18534.33,18525.82,18531.46,21449
1750788900,18531.46,18532.53,18516.6,18524.06,9393
1750789800,18524.06,18547.67,18516.54,18541.29,5860
1750790700,18541.29,18553.06,18534.24,18537.9,23857
1750791600,18537.9,18538.01,18531.48,18537.57,8336
1750792500,18537.57,18541.51,18520.62,18522.69,10747
1750793400,18522.69,18534.1,18517.94,18533.57,7961
1750794300,18533.57,18543.03,18531.76,18541.86,24829
1750858200,18541.61,18547.38,18532.64,18544.85,22624
1750859100,18544.85,18552.88,18544.24,18550.3,5245
1750860000,18550.3,18556.54,18547.12,18553.1,14100
1750860900,18553.1,18555.24,18547.63,18551,20078
1750861800,18551,18551.98,18532.73,18539.99,15833
1750862700,18539.99,18546.33,18538.1,18546.17,16755
1750863600,18546.17,18552.12,18544.81,18551.69,20837
1750864500,18551.69,18551.87,18540.81,18541.73,19831
1750865400,18541.73,18548.28,18538.82,18544.05,15077
1750866300,18544.05,18554.8,18536.83,18552.57,20146
1750867200,18552.57,18571.28,18548.95,18562.31,15790
1750868100,18562.31,18575,18554.9,18555.99,18375
1750869000,18555.99,18570.26,18544.9,18560.83,7467
1750869900,18560.83,18565.92,18552.2,18559.04,14897
1750870800,18559.04,18559.14,18554.47,18556.67,6321
1750871700,18556.67,18566.05,18548.62,18550.01,10024
1750872600,18550.01,18561.1,18547.28,18559.53,11168
1750873500,18559.53,18573.55,18552.85,18569.23,15950
1750874400,18569.23,18572.05,18565.22,18565.62,8360
1750875300,18565.62,18568.6,18543.22,18555.95,8736
1750876200,18555.95,18563.04,18544.46,18548.07,13349
1750877100,18548.07,18548.59,18541.6,18542.97,8786
1750878000,18542.97,18559.37,18539.91,18550.32,7476
1750878900,18550.32,18556.18,18542.23,18554.12,11407
1750879800,18554.12,18574.94,18552.38,18572.25,14814
1750880700,18572.25,18594.47,18567.31,18592.33,15898
1750944600,18597.62,18597.73,18580.66,18586.53,25183
1750945500,18586.53,18587.93,18578.93,18582.68,21657
1750946400,18582.68,18583.7,18573.12,18580.86,5068
1750947300,18580.86,18588.56,18567.09,18570.71,24751
1750948200,18570.71,18590.09,18568.22,18585.48,5723
1750949100,18585.48,18587.44,18579.81,18586.43,8513
1750950000,18586.43,18592.52,18578.92,18588.11,6192
1750950900,18588.11,18593.62,18583.11,18585.26,21501
1750951800,18585.26,18596.44,18584.46,18591.14,12971
1750952700,18591.14,18599.05,18580.29,18583.73,12468
1750953600,18583.73,18586.9,18576.63,18581.4,11975
1750954500,18581.4,18583.6,18567.74,18569.83,13496
1750955400,18569.83,18570.29,18556.95,18561.35,11392
1750956300,18561.35,18571.28,18557.83,18559.25,6574
1750957200,18559.25,18570.93,18559.13,18563.27,20096
1750958100,18563.27,18571,18562.79,18565.88,19015
1750959000,18565.88,18567.99,18556.3,18565.3,5567
1750959900,18565.3,18579.78,18561.12,18572.72,7922
1750960800,18572.72,18578.09,18556.44,18564.15,16936
1750961700,18564.15,18574.03,18555.6,18571.3,14369
1750962600,18571.3,18578.5,18566.11,18577.82,10372
1750963500,18577.82,18589.23,18576.73,18584.89,10574
1750964400,18584.89,18602.13,18583.87,18601.13,8850
1750965300,18601.13,18606.66,18588.06,18589.51,11411
1750966200,18589.51,18591.25,18581.5,18581.58,17439
1750967100,18581.58,18582.41,18562.64,18570.54,14009
1751031000,18571.18,18574.45,18561.6,18564.3,13148
1751031900,18564.3,18597.73,18551.1,18592.01,17145
1751032800,18592.01,18593.72,18583.69,18583.85,22238
1751033700,18583.85,18593.11,18580.38,18591.41,22511
1751034600,18591.41,18592.71,18585.85,18589.28,9043
